department,id,name,prerequisite,SBC,credits
CWL: Creative Writing and Literature,CWL 190, Introduction to Contemporary Literature,Pre- or corequisite: WRT 102,,3
CWL: Creative Writing and Literature,CWL 202, Introduction to Creative Writing,No prerequisite,,3
CWL: Creative Writing and Literature,CWL 250, Join the Conversation,Prerequisite: CWL 190 and CWL 202; Creative Writing (CWL) major,No fulfillments,3
CWL: Creative Writing and Literature,CWL 300, Forms of Creative Nonfiction,Prerequisite: CWL 202,,3
CWL: Creative Writing and Literature,CWL 305, Forms of Fiction,Prerequisite: CWL 202,,3
CWL: Creative Writing and Literature,CWL 310, Forms of Poetry,Prerequisite: CWL 202,,3
CWL: Creative Writing and Literature,CWL 315, Forms of Scriptwriting,Prerequisite: CWL 202,,3
CWL: Creative Writing and Literature,CWL 320, Forms of Interdisciplinary Arts,Prerequisite: CWL 202,,3
CWL: Creative Writing and Literature,CWL 325, Forms of Science Writing,Prerequisite: 1 D.E.C. E and 1 D.E.C F or 1 SNW and 1 SBS; CWL 202,,3
CWL: Creative Writing and Literature,CWL 330, Topics in European Literature for Writers,Prerequisite: one D.E.C. B or HUM course,,3
CWL: Creative Writing and Literature,CWL 335, Topics in American Literature for Writers,Prerequisite: one D.E.C. B or HUM course,,3
CWL: Creative Writing and Literature,CWL 340, Topics in World Literature for Writers,Prerequisite: one D.E.C. B or HUM course,,3
CWL: Creative Writing and Literature,CWL 390, The Ethics of the Creative Imagination,Prerequisite: a grade of B or better in CWL 250,,4
CWL: Creative Writing and Literature,CWL 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
CWL: Creative Writing and Literature,CWL 450, Senior Project,Prerequisite: permission of the department,,3
CWL: Creative Writing and Literature,CWL 487, Mind the Gap,Prerequisite: CWL 250,,4
CWL: Creative Writing and Literature,CWL 499, Thesis,Prerequisite: permission of the department,No fulfillments,1
CDS: Cross Disciplinary Studies,CDS 101," Energy, Climate, and Society",No prerequisite,,3
DAN: Dance,DAN 101, Movement & Somatic Learning,No prerequisite,,3
DAN: Dance,DAN 102, Intro to World Dance Cultures,No prerequisite,,3
DAN: Dance,DAN 164, Tap Technique and History,No prerequisite,,3
DAN: Dance,DAN 165, Contemporary Dance I,No prerequisite,,3
DAN: Dance,DAN 166, Ballet Technique I,No prerequisite,,3
DAN: Dance,DAN 167, Jazz Dance Technique I,No prerequisite,,3
DAN: Dance,DAN 168, World Dance I,No prerequisite,,3
DAN: Dance,DAN 203, Laban Movement Analysis,"Prerequisite: DAN 101, DAN 165, DAN 166, DAN 167 or DAN 168",,3
DAN: Dance,DAN 264, Movement Awareness and Analysis,No prerequisite,,3
DAN: Dance,DAN 353, Special Topics in Dance Performance,"Prerequisite: One of the following: DAN 165, DAN 166, DAN 167, DAN 168 or permission of the instructor",,3
DAN: Dance,DAN 365, Contemporary Dance II,"Prerequisite: One of the following: DAN 165, DAN 166, DAN 167, DAN 168",,3
DAN: Dance,DAN 366, Ballet Technique II,"Prerequisite: One of the following: DAN 165, DAN 166, DAN 167, DAN 168",,3
DAN: Dance,DAN 367, Jazz Dance Technique II,"Prerequisite: One of the following: DAN 165, DAN 166, DAN 167, DAN 168",,3
DAN: Dance,DAN 368, Dance Improvisation,"Prerequisite: One of the following: DAN 165, DAN 166, DAN 167, DAN 168, DAN 264",,3
DAN: Dance,DAN 369, World Dance II,"Prerequisite: One of the following: DAN 165, DAN 166, DAN 167, DAN 168 or permission of the instructor",,3
DAN: Dance,DAN 400, Performance Dance Ensemble,Prerequisites: Audition; permission of instructor,,3
DAN: Dance,DAN 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
DAN: Dance,DAN 465, Contemporary Dance Theatre and Repertory,Prerequisite: Audition; Permission of Instructor,,3
DAN: Dance,DAN 467, Jazz Dance Technique III,Prerequisite: Audition; Permission of Instructor,,3
DAN: Dance,DAN 468, Choreography,Prerequisite: DAN 465 or 467 (or the former THR 465 or 467),No fulfillments,3
DAN: Dance,DAN 475, Undergraduate Teaching Practicum I,Prerequisites: U3 or U4 standing; permission of instructor and department,,3
DAN: Dance,DAN 476, Undergraduate Teaching Practicum II,Prerequisites: DAN 475; permission of instructor and department,,3
DAN: Dance,DAN 487, Independent Research,Prerequisite: Permission of department,No fulfillments,0
DAN: Dance,DAN 488, Internship,Prerequisite: Permission of department,,0
DIA: Digital Arts,DIA 383, Topics in Game Studies,Prerequisite: EGL 220 and U3 or U4 status,,3
DIA: Digital Arts,DIA 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
IAE: Digital Intelligence Arts & Engineering,IAE 101, Digital Intelligence,No prerequisite,,3
ECO: Economics,ECO 108, Introduction to Economics,Prerequisite: C or higher in MAT 122 or MAT 123 or AMS 151 or level 4 on the mathematics placement examination,,4
ECO: Economics,ECO 303, Intermediate Microeconomic Theory,Prerequisites: C or higher in ECO 108; C or higher in MAT 125 or AMS 151 or placement level 6 on the mathematics placement examination,,4
ECO: Economics,ECO 305, Intermediate Macroeconomic Theory,Prerequisites: C or higher in ECO 108; C or higher in MAT 125 or AMS 151 or placement level 6 on the mathematics placement examination,,4
ECO: Economics,ECO 310, Basic Computational Methods in Economics,Prerequisite: C or higher in ECO 303,No fulfillments,4
ECO: Economics,ECO 320, Mathematical Statistics,Prerequisites: C or higher in MAT 122 or MAT 123 or AMS 151 or placement level 4 on the mathematics placement examination,No fulfillments,4
ECO: Economics,ECO 321, Econometrics,Prerequisites: C or higher in ECO 320 or AMS 310; C or higher in ECO 108,No fulfillments,4
ECO: Economics,ECO 322, Data Science and Machine Learning in Economics,Prerequisite: C or higher in ECO 320 or AMS 310,No fulfillments,3
ECO: Economics,ECO 323, Applied Microeconomics,Prerequisites: C or higher in ECO 303; C or higher in ECO 320 or AMS 310,No fulfillments,4
ECO: Economics,ECO 324, Empirical Industrial Organization,Prerequisite: C or higher in ECO 303 and ECO 320,No fulfillments,4
ECO: Economics,ECO 325, International Trade,Prerequisite: C or higher in ECO 303 and ECO 305,No fulfillments,3
ECO: Economics,ECO 326, Industrial Organization,Prerequisite: C or higher in ECO 303,No fulfillments,3
ECO: Economics,ECO 327, Health Economics,Prerequisite: C or higher in ECO 303 and ECO 305,,3
ECO: Economics,ECO 329, Urban Economics,Prerequisite: C or higher in ECO 303 and ECO 305,No fulfillments,3
ECO: Economics,ECO 334, Demographic Economics of Developing Countries,Prerequisites: C or higher in ECO 320 or AMS 310; C or higher in ECO 303 and 305,,3
ECO: Economics,ECO 335, Economic Development,Prerequisites: C or higher in ECO 303 and ECO 305; MAT 126 or 131 or 141 or AMS 151,No fulfillments,3
ECO: Economics,ECO 337, Labor Theory,Prerequisite: C or higher in ECO 303,No fulfillments,3
ECO: Economics,ECO 348, Analysis for Managerial Decision Making,Prerequisite: C or higher in ECO 303,No fulfillments,4
ECO: Economics,ECO 351, Special Topics in Economics,Prerequisite: C or higher in ECO 303,No fulfillments,3
ECO: Economics,ECO 352, Special Topics in Economics,Prerequisite: C or higher in ECO 303 and ECO 305,No fulfillments,3
ECO: Economics,ECO 354, Special Topics in Economics,Prerequisite: C or higher in ECO 303 and ECO 305,No fulfillments,3
ECO: Economics,ECO 355, Game Theory,Prerequisites: MAT 126 or 131 or 141 or AMS 151; C or higher in ECO 303,,3
ECO: Economics,ECO 356, Special Topics in Economics,Prerequisite: C or higher in ECO 303 and ECO 305,No fulfillments,3
ECO: Economics,ECO 357, Special Topics in Economics,Prerequisite: C or higher in ECO 303 and ECO 305,No fulfillments,3
ECO: Economics,ECO 359, Reading and Writing in Economics,Prerequisite: C or higher in ECO 303 and ECO 305; WRT 102; U4 standing; ECO major,,3
ECO: Economics,ECO 360, Money and Banking,Prerequisite: C or higher in ECO 305,No fulfillments,3
ECO: Economics,ECO 362, Financial Economics,Prerequisites: C or higher in ECO 303; C or higher in ECO 320 or AMS 310,No fulfillments,3
ECO: Economics,ECO 364, Thinking Strategically,Prerequisite: C or higher in ECO 303,No fulfillments,3
ECO: Economics,ECO 373, Economics of Environment and Natural Resources,Prerequisite: C or higher in ECO 303 and ECO 305,,3
ECO: Economics,ECO 383, Public Finance,Prerequisites: C or higher in ECO 303 and 305,No fulfillments,3
ECO: Economics,ECO 385, U.S. Economic History,Prerequisite: ECO 303 and ECO 305,No fulfillments,3
ECO: Economics,ECO 386, International Finance,Prerequisite: C or higher in ECO 303 and ECO 305,No fulfillments,3
ECO: Economics,ECO 389, Corporate Finance,Prerequisite: C or higher in ECO 303,No fulfillments,3
ECO: Economics,ECO 444, Experiential Learning,Prerequisite: WRT 102 or equivalent; permission of the instructor and approval of the EXP+ contract (http://sb.cc.stonybrook.edu/bulletin/current/policiesandregulations/degree_requirements/EXPplus.php),,0
ECO: Economics,ECO 459, Write Effectively in Economics,Prerequisite: WRT 102; permission of the instructor,,0
ECO: Economics,ECO 475, Undergraduate Teaching Practicum I,Prerequisites: Permission of instructor and department,,3
ECO: Economics,ECO 476, Undergraduate Teaching Practicum II,Prerequisite: C or higher in ECO 475; permission of instructor and department,,3
ECO: Economics,ECO 487, Independent Research in Economics,Prerequisites: C or higher in ECO 303 and ECO 305; at least one upper-division ECO course that forms the basis of research; permission of a supervising faculty member,No fulfillments,0
ECO: Economics,ECO 488, Internship in Economics,"Prerequisites: C or higher in ECO 303 and 305; permission of supervising faculty member, Career Center Internship Manager, and sponsoring employing agency",,0
ESE: Electrical Engineering,ESE 111, Making with Arduino,No prerequisite,,3
ESE: Electrical Engineering,ESE 118, Digital Logic Design,Prerequisite: ESE 123,,4
ESE: Electrical Engineering,ESE 121, Introduction to Audio Systems,No prerequisite,,3
ESE: Electrical Engineering,ESE 122, Discrete Mathematics for Engineers,No prerequisite,No fulfillments,3
ESE: Electrical Engineering,ESE 123, Introduction to Electrical and Computer Engineering,Pre- or Corequisites: AMS 151 or MAT 125 or 131 or 141,,4
ESE: Electrical Engineering,ESE 124, Programming Fundamentals,Prerequisite: Declared Area of Interest or Major in Electrical or Computer Engineering.,No fulfillments,4
ESE: Electrical Engineering,ESE 188, Understanding Machine Learning,No prerequisite,,3
ESE: Electrical Engineering,ESE 201, Engineering and Technology Entrepreneurship,Prerequisite: BME 100 or CME 101 or ESG 100 or ESE 123 or MEC 101 or EST 192 or EST 194 or EST 202 or LSE 320,No fulfillments,3
ESE: Electrical Engineering,ESE 202, Humanistic Engineering,Prerequisite: U2 standing or higher,,3
ESE: Electrical Engineering,ESE 224, Advanced Programming and Data Structures,Prerequisite: ESE 124,No fulfillments,4
ESE: Electrical Engineering,ESE 271, Electrical Circuit Analysis,Prerequisite: MAT 127 or 132 or 142 or 171 or AMS 161,No fulfillments,3
ESE: Electrical Engineering,ESE 272, Electronics,Prerequisite: ESE 271,No fulfillments,4
ESE: Electrical Engineering,ESE 273, Microelectronic Circuits,Prerequisite: ESE 271,No fulfillments,3
ESE: Electrical Engineering,ESE 280, Embedded Microcontroller Systems Design I,Prerequisite: ESE or ECE major; ESE 118 or permission of instructor.,No fulfillments,4
ESE: Electrical Engineering,ESE 290, Transitional Study,Prerequisite: Permission of department,No fulfillments,1
ESE: Electrical Engineering,ESE 300, Technical Communication for Electrical and Computer Engineers,"Prerequisite: WRT 102; ESE or ECE major, U3 standing; ESE 280",No fulfillments,2
ESE: Electrical Engineering,ESE 301, Engineering Ethics and Societal Impact,Prerequisite: U3 or U4 standing; one D.E.C. E or SNW course,,2
ESE: Electrical Engineering,ESE 304, Applications of Operational Amplifiers,Prerequisite: ESE 273,No fulfillments,3
ESE: Electrical Engineering,ESE 305, Deterministic Signals and Systems,Pre- or Corequisite: ESE 271,No fulfillments,3
ESE: Electrical Engineering,ESE 306, Random Signals and Systems,Prerequisite: ESE 305,No fulfillments,3
ESE: Electrical Engineering,ESE 315, Control System Design,Prerequisite: ESE 305,No fulfillments,3
ESE: Electrical Engineering,ESE 319, Electromagnetic Waves and Transmission Lines,Prerequisites: ESE 271; AMS 261 or MAT 203 or MAT 307; AMS 361 or MAT 303 or MAT 308,No fulfillments,3
ESE: Electrical Engineering,ESE 323, Modern Circuit Board Design and Prototyping,Prerequisite: ESE 272 and ESE 280,No fulfillments,3
ESE: Electrical Engineering,ESE 324, Advanced Electronics Laboratory,Prerequisites: ESE 272 or ESE 211; ESE 273,No fulfillments,3
ESE: Electrical Engineering,ESE 325, Modern Sensors,Prerequisite: ESE 273,No fulfillments,3
ESE: Electrical Engineering,ESE 326, Fundamental Algorithms for Automated Electronic Design,Prerequisites: ESE 224,No fulfillments,3
ESE: Electrical Engineering,ESE 327, Fundamental Algorithms for Machine Learning Systems,Prerequisites: ESE 224,No fulfillments,3
ESE: Electrical Engineering,ESE 330, Integrated Electronics,Prerequisite: ESE 273,No fulfillments,3
ESE: Electrical Engineering,ESE 331, Semiconductor Devices,Prerequisites: AMS 361 or MAT 303; PHY 127/134 or PHY 132/134 or PHY 142,No fulfillments,3
ESE: Electrical Engineering,ESE 332, Quantum Mechanics for Engineers,Prerequisites: PHY 122/124 or PHY 126 and 127 and 134 or PHY 132/134 or PHY 142/134; MAT 127 or 132 or 142 or 171 or AMS 161,No fulfillments,3
ESE: Electrical Engineering,ESE 333, Real-Time Operating Systems,Prerequisites: ESE 224 or CSE 214; ESE 280,No fulfillments,3
ESE: Electrical Engineering,ESE 334, Introduction to Nanoelectronic Devices,Prerequisite: ESE 331,No fulfillments,3
ESE: Electrical Engineering,ESE 337, Digital Signal Processing,Prerequisite: ESE 305,No fulfillments,3
ESE: Electrical Engineering,ESE 342, Communication Systems,Prerequisite: ESE 306,No fulfillments,3
ESE: Electrical Engineering,ESE 343, Mobile Cloud Computing,Prerequisite: ESE 224 or CSE 214 or CSE 230 or ISE 208,No fulfillments,3
ESE: Electrical Engineering,ESE 344, Software Techniques for Engineers,Prerequisites: ESE 224,No fulfillments,3
ESE: Electrical Engineering,ESE 345, Computer Architecture,Prerequisites: ESE 280 and ESE 382,No fulfillments,3
ESE: Electrical Engineering,ESE 346, Computer Communications,Pre-or corequisite: ESE 306,No fulfillments,3
ESE: Electrical Engineering,ESE 347, Digital Signal Processing,"Prerequisites: ESE 337, or ESE 305 and 280",No fulfillments,4
ESE: Electrical Engineering,ESE 350, Electric Power Systems,Prerequisite: ESE 271,No fulfillments,3
ESE: Electrical Engineering,ESE 352, Electromechanical Energy Converters,Prerequisite: ESE 273,No fulfillments,3
ESE: Electrical Engineering,ESE 355, VLSI System Design,Prerequisite: ESE 118,No fulfillments,4
ESE: Electrical Engineering,ESE 356, Digital System Specification and Modeling,Prerequisites: ESE 224 and ESE 280,No fulfillments,3
ESE: Electrical Engineering,ESE 358, Computer Vision,Prerequisites: ESE 305; ESE 224 or CSE 230,No fulfillments,3
ESE: Electrical Engineering,ESE 360, Network Security Engineering,Pre- or corequisite: ESE 346 or CSE/ISE 310,No fulfillments,3
